CountyName,year,Reporting date,"
Search and rescue time",Case closing time,Cases older than 48 hours (yes/no),Mountain domain name,Mountain area management agency,Entrance to the mountain,destination,Out of the mountain pass,X_3826,Y_3826,Main cause of occurrence,District fire protection unit,Volume-Total,Number of police dispatches,National Park Service missions,Number of dispatches from the Forest Service,Person,Ministry of Defense Seagull helicopter sorties,Quantity,Search and rescue dog dispatches,Unmanned aerial photography sorties dispatched,Whether it violates relevant mountain climbing laws,death,rescued,health status,missing,Yes/no Send to hospital
花蓮縣,2022,2022/6/7 12:27,2022/6/7 12:31,2022/6/10 20:51,是,立霧山,,大同大禮步道登山口,立霧山,大同大禮步道登山口,24.1781,121.6419,迷路,15,0,1,4,0,0,0,3,0,0,,1,0,0,0,否
花蓮縣,2022,2022/6/23 06:57,2022/6/23 06:57,2022/6/23 00:00,否,花蓮縣卓溪鄉馬利加南東峰山屋事故,,東埔八通關,中平林道,卓溪鄉太平村中平林道,23.4705,120.956,疾病,4,0,0,0,0,0,0,1,0,0,,0,1,0,0,是
花蓮縣,2022,2022/7/6 12:25,2022/7/6 13:30,,是,太魯閣國家公園,,奇萊登山口,,岳王亭,24.1,121.4,高山症,0,0,0,0,0,0,0,0,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/7/16 13:36,,,否,玉山國家公園,,嘉明湖,,東埔,,,,,,,,,,,,,,,0,1,0,0,是
花蓮縣,2022,2022/7/20 16:27,,,,太魯閣國家公園,,思源啞口,,,24.35,121.45,創傷,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
花蓮縣,2022,2022/8/25 13:34,2022/8/26 06:00,,否,奇萊東稜,,奇萊山登山口（滑雪山莊）,奇萊東稜縱走,岳王亭,24.0946,121.428,其他,7,0,0,1,0,0,0,1,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/9/12 10:30,2022/9/12 13:00,,,玉山國家公園,,東埔八通關,馬博拉斯橫斷線,卓溪鄉太平村中平林道,23.3,121.223,創傷,3,0,0,0,1,0,0,0,0,0,,0,1,0,0,是
花蓮縣,2022,2022/9/15 00:00,,,,玉山國家公園,,向陽登山口, 布新營地,南安登山口,23.2474,120.979,創傷,4,0,0,0,1,0,0,0,0,0,,0,1,0,0,是
花蓮縣,2022,2022/10/11 11:50,2022/10/11 00:00,,否,新康山,玉山國家公園管理處,戒茂斯登山口,新康山線,戒茂斯登山口,23.1835,121.511,創傷,3,0,0,1,1,0,0,1,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/11/2 10:28,2022/11/2 11:12,,否,奇萊主北峰,,奇萊登山口,成功山屋,奇萊登山口,24.1197,121.312,創傷,3,3,1,1,0,0,0,0,0,0,否,0,1,0,0,否
花蓮縣,2022,2022/11/4 15:42,2022/11/5 08:36,,是,合歡/能高越嶺,,屯原登山口,能高越嶺道,奧萬大登山口,23.9011,121.272,創傷,0,4,0,0,2,0,0,1,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/11/8 06:48,2022/11/8 11:00,,否,合歡/能高越嶺,,天池,能高越嶺道,奧萬大,23.9253,121.275,創傷,1,3,0,0,1,0,0,0,0,0,否,0,1,0,0,否
花蓮縣,2022,2022/11/9 12:35,2022/11/9 12:35,,否,能高南峰,花蓮林區管理處,屯原登山口,奧萬大森林遊樂區,奧萬大森林遊樂區,23.947,121.272,創傷,1,4,0,0,2,0,0,1,0,0,否,0,2,0,0,是
花蓮縣,2022,2022/11/17 19:07,2022/11/17 19:07,,否,能高南峰往光頭山,花蓮林區管理處,屯原登山口,奧萬大國家森林遊樂區,奧萬大國家森林遊樂區,23.5716,121.163,創傷,1,4,0,0,0,0,0,1,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/11/18 16:49,2022/11/18 16:50,,否,太魯閣國家公園,,屏風山入山口,屏風山,屏風山入山口,24.1944,121.488,墜谷,11,0,1,2,0,2,0,0,0,0,是,0,0,0,1,否
花蓮縣,2022,2022/11/26 12:04,2022/11/26 12:04,,否,能高縱走17k,花蓮林區管理處,屯原登山口,奧萬大國家森林遊樂區,奧萬大國家森林遊樂區,24.0103,121.163,創傷,2,3,0,0,0,0,0,1,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/11/28 16:47,,,,玉山國家公園,,東埔登山口,南安遊客中心,瓦拉米步道出口,23.3609,121.126,疾病,3,0,1,1,1,0,0,0,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/11/30 12:04,2022/11/30 12:04,,,能高南峰營地,,屯原登山口,奧萬大森林遊樂區,奧萬大森林遊樂區,24.0103,121.163,創傷,2,3,0,0,0,0,0,1,0,0,,0,1,0,0,是
花蓮縣,2022,2022/12/18 11:14,2022/12/18 11:15,,否,能高安東軍台灣池,花蓮林區管理處,屯原登山口,奧萬大森林遊樂區,奧萬大森林遊樂區,23.9818,121.262,創傷,1,4,0,0,2,0,0,1,0,0,否,0,1,0,0,是
花蓮縣,2022,2022/12/29 10:55,2022/12/29 12:00,,否,東部區域,,花蓮縣萬榮鄉二子山,二子山溫泉,花蓮縣萬榮鄉二子山,23.8789,121.329,創傷,7,6,0,0,0,0,0,0,0,0,否,1,0,0,0,是
南投縣,2022,2022/1/1 10:56,2022/1/1 11:58,2022/1/1 13:35,否,卓社大山,,萬大林道,卓社大山,萬大林道,23.834475,121.115774,高山症,4,0,0,0,0,0,0,1,0,0,,0,1,0,0,是
南投縣,2022,2022/2/9 07:29,2022/2/9 07:50,2022/2/9 11:27,否,玉山主峰,,塔塔加,玉山,塔塔加,23.47,120.957222,疲勞,4,0,0,1,0,0,0,0,0,0,,0,1,1,0,否
南投縣,2022,2022/2/10 08:16,2022/2/10 09:28,2022/2/10 11:47,否,馬博,,東埔,馬博,玉里林道,23.518278,121.073868,高山症,4,0,0,0,0,0,0,1,0,0,,0,1,0,0,是
南投縣,2022,2022/2/12 10:15,2022/2/12 10:27,2022/2/12 19:05,否,七彩湖,,丹大林道,七彩湖,丹大林道,23.76019,121.101266,墜谷,12,0,0,0,1,0,0,0,0,0,,0,1,0,0,是
南投縣,2022,2022/2/17 12:29,2022/2/17 13:10,2022/2/17 21:30,否,七彩湖,,丹大林道,七彩湖,丹大林道,23.75695,121.089292,墜谷,16,0,0,0,3,0,0,0,0,0,,1,0,0,0,是
南投縣,2022,2022/2/21 17:44,2022/2/22 10:40,2022/2/26 13:08,是,奇萊南峰,,屯原,奇萊南峰,屯原,24.068222,121.252917,不明,2,0,4,0,2,0,0,2,0,0,,1,0,0,0,否
南投縣,2022,2022/2/27 09:11,2022/2/27 09:19,2022/2/27 12:13,否,玉山北峰,,塔塔加,玉山,塔塔加,23.47041,120.955981,疲勞,4,0,0,2,0,0,0,0,0,0,,0,1,1,0,否
南投縣,2022,2022/2/27 11:47,2022/2/27 12:45,2022/2/27 13:10,否,阿里山,,神木村,阿里山,阿里山,23.531778,120.823056,疲勞,5,0,1,0,2,0,0,0,0,0,,0,1,1,0,否
南投縣,2022,2022/3/19 12:50,2022/3/19 12:59,2022/3/19 16:54,否,八通關古道,,東埔,雲龍瀑布,東埔,23.554722,120.944722,落石,3,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
南投縣,2022,2022/3/21 20:47,2022/3/22 08:25,2022/3/23 15:30,否,對關山,,東埔,對關山,東埔,23.521972,120.926056,墜谷,24,4,7,1,0,11,0,0,0,0,,1,0,0,0,否
南投縣,2022,2022/4/10 15:39,2022/4/10 16:40,2022/4/10 21:51,否,天池山莊,,屯原,南華山,屯原,24.045395,121.279507,創傷,6,0,0,0,0,6,0,0,0,0,,0,1,0,0,否
南投縣,2022,2022/5/1 10:46,2022/5/1 13:30,2022/5/3 13:30,是,中央金礦山屋,,東埔,八大秀,東埔,23.480556,121.023056,墜谷,5,0,0,1,0,0,0,0,0,0,,1,0,0,0,否
南投縣,2022,2022/5/6 13:22,2022/5/6 14:49,2022/5/7 07:13,否,奇萊山,,奇萊山登山口,奇萊山,奇萊山登山口,24.115556,121.320833,墜谷,5,0,1,1,0,0,0,0,0,0,,0,1,0,0,是
南投縣,2022,2022/5/21 17:19,2022/5/21 17:55,2022/5/22 00:46,否,合歡西峰,,合歡北峰登山口,合歡西峰,華崗,24.166389,121.253333,天候惡劣,4,0,0,1,0,0,0,0,0,0,,0,3,3,0,否
南投縣,2022,2022/7/5 15:13,2022/7/5 20:30,,否,合歡/能高越嶺,,合歡北峰登山口,合歡北峰,合歡西北峰登山口,24.1715,121.288,創傷,0,0,0,0,0,0,0,0,0,0,否,0,1,0,0,否
南投縣,2022,2022/7/12 17:06,2022/7/13 00:54,,,太魯閣/合歡山區域,,合歡北峰登山口,合歡西下華崗,仁愛鄉華岡部落,24.1629,121.255,迷路,3,0,1,1,0,6,0,0,0,0,,0,2,2,0,否
南投縣,2022,2022/7/13 00:00,,,,八通關駐在所一名登山客左膝受傷無法行走,,東埔,八通關線,東埔,23.4885,120.996,,,,,,,,,,,,,0,1,0,0,是
南投縣,2022,2022/7/15 06:41,2022/7/15 13:56,,,太魯閣國家公園,,奇萊登山口,奇萊線,奇萊登山口,24.1086,121.327,,4,0,1,1,0,0,0,0,0,0,,0,1,0,0,是
南投縣,2022,2022/9/6 20:10,2022/9/6 20:31,,否,合歡北峰,,合歡北峰登山口,合歡北峰,合歡北峰登山口,24.172,121.287,迷路,3,0,1,1,0,0,0,0,0,0,否,0,0,0,1,不明
南投縣,2022,2022/10/2 15:23,,,,太魯閣/合歡山區域,,東營大將軍廟,合歡北峰及西峰,仁愛鄉華岡部落,24.1687,121.253,,4,0,0,0,0,5,0,0,0,0,,0,1,0,0,否
南投縣,2022,2022/10/29 07:54,2022/11/3 17:00,,,合歡/能高越嶺,,屯原登山口,奧萬大國家森林遊樂區步道群,奧萬大登山口,23.9443,121.192,高山症,2,1,0,0,2,0,0,2,0,0,,1,0,0,0,不明
南投縣,2022,2022/11/5 17:26,2022/11/5 23:00,,,合歡/能高越嶺,,合歡北峰登山口,合歡西北,合歡北峰登山口,24.1689,121.288,遲歸,3,0,0,2,0,0,0,0,0,0,,0,1,1,0,否
南投縣,2022,2022/11/12 20:39,2022/11/13 00:13,,否,太魯閣國家公園,太魯閣國家公園管理處,畢祿山登山口,畢祿山單攻線,畢祿山登山口,24.1822,121.308,迷路,2,0,1,1,0,0,0,0,0,0,否,0,1,1,0,不明
南投縣,2022,2022/11/13 06:51,2022/11/13 16:53,,,奇萊山,,奇萊山登山口（滑雪山莊）,成功山屋,奇萊山登山口（滑雪山莊）,24.1161,121.318,高山症,4,0,0,1,0,0,0,1,0,0,,0,1,0,0,是
南投縣,2022,2022/11/27 20:48,2022/11/28 11:43,,,合歡/能高越嶺,,屯原登山口,能高越嶺道,屯原登山口,24.0453,121.28,疲勞,0,0,0,0,0,0,0,0,0,0,否,0,1,1,0,否
南投縣,2022,2022/11/30 20:08,2022/12/1 04:30,,,太魯閣/合歡山區域,,合歡北峰登山口,合歡北西,仁愛鄉華岡部落,24.174,121.224,,2,0,1,1,0,6,0,0,0,0,,0,1,1,0,不明
南投縣,2022,2022/12/13 14:45,2022/12/16 09:40,,,能高安東軍,,屯原登山口,能高安東軍,奧萬大登山口,23.8843,121.252,,2,1,0,0,2,0,0,0,0,0,,0,1,0,0,是
南投縣,2022,2022/12/17 15:53,2022/12/19 07:42,,,白姑大山,,最後農家登山口,松針營地,最後農家登山口,24.1922,121.142,其他,11,0,0,0,0,7,0,1,0,0,,0,1,0,0,不明
屏東縣,2022,2022/2/5 19:26,2022/2/5 19:28,2022/2/6 05:35,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.62,120.719,墜谷,23,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/2/15 19:40,2022/2/15 19:45,2022/2/16 01:32,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.623,120.717,創傷,15,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/2/16 13:24,2022/2/16 13:25,2022/2/16 18:12,否,里龍山,,里龍山登山口,里龍山三角點,里龍山登山口,22.164,120.732,疲勞,13,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
屏東縣,2022,2022/2/22 05:55,2022/2/22 05:56,2022/2/22 11:12,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.612,120.752,迷路,4,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
屏東縣,2022,2022/2/23 15:42,2022/2/23 15:52,2022/2/23 18:22,否,德文山,,德文山登山口,德文山三角點,德文山登山口,22.763,120.691,迷路,12,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
屏東縣,2022,2022/2/27 18:54,2022/2/27 18:01,2022/2/28 02:40,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.617,120.73,創傷,17,0,0,0,0,0,0,0,0,0,,0,2,2,0,否
屏東縣,2022,2022/3/7 15:27,2022/3/7 15:31,2022/3/7 23:32,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.617,120.722,墜谷,26,0,0,0,0,6,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/3/9 15:57,2022/3/9 16:00,2022/3/9 23:10,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.617,120.728,高山症,13,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/3/12 15:44,2022/3/12 15:45,2022/3/12 23:11,否,西大武山,,北大武山入山口,西大武山,北大武山入山口,22.622,120.721,迷路,9,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
屏東縣,2022,2022/3/13 16:33,2022/3/13 16:37,2022/3/13 19:24,否,三地門鄉沙溪林道,,朝日山登山口,不詳,朝日山登山口,22.792,120.656,創傷,13,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/3/14 11:35,2022/3/14 11:36,2022/3/14 17:28,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.614,120.742,創傷,19,0,0,0,0,0,0,0,0,0,,0,1,0,0,否
屏東縣,2022,2022/3/26 13:10,2022/3/26 13:12,2022/3/26 17:10,否,北大武山,,北大武山登山口,北大武山檜谷山莊,北大武山登山口,22.616,120.733,創傷,16,0,0,0,0,0,0,0,0,0,,0,1,0,0,否
屏東縣,2022,2022/3/28 06:50,2022/3/28 06:51,2022/3/28 11:45,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.616,120.742,創傷,3,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/4/14 17:00,2022/4/14 17:01,2022/4/14 22:56,否,北大武山,,北大武山新登山口,日湯真山,北大武山新登山口,22.624,120.715,迷路,12,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
屏東縣,2022,2022/4/24 14:43,2022/4/24 14:51,2022/4/25 00:42,否,北大武山,,北大武山新登山口,北大武山檜谷山莊,北大武山新登山口,22.616,120.723,墜谷,24,0,0,0,1,0,0,0,0,0,,1,0,0,0,是
屏東縣,2022,2022/4/27 15:27,2022/4/27 15:28,2022/4/28 11:57,否,北大武山,,北大武山新登山口,北大武山三角點,北大武山新登山口,22.615,120.748,墜谷,18,0,0,0,2,0,0,0,0,0,,0,1,0,0,是
屏東縣,2022,2022/4/29 12:58,2022/4/29 12:59,2022/4/30 09:35,否,霧台鄉舊大武,,霧台鄉大武村,霧台鄉舊大武,霧台鄉大武村,22.831,120.827,遲歸,19,0,0,0,0,0,0,2,0,0,,0,1,0,0,是
屏東縣,2022,2022/4/30 18:16,2022/4/30 18:22,2022/4/30 19:42,否,天鵝湖,,三地門鄉天鵝湖,三地門鄉天鵝湖,三地門鄉天鵝湖,22.794,120.714,迷路,3,0,0,0,0,0,0,0,0,0,,0,2,2,0,否
屏東縣,2022,2022/6/26 14:59,2022/6/26 15:02,2022/6/27 09:31,否,屏東縣瑪家鄉太古拉筏斯瀑布,,瑪家鄉舊筏灣入口,瑪家鄉舊筏灣,瑪家鄉舊筏灣入口,22.669,120.725,墜谷,26,0,0,0,0,0,0,1,0,2,,1,0,0,0,是
屏東縣,2022,2022/6/28 18:36,2022/6/28 18:38,2022/6/29 12:58,否,屏東縣春日鄉大漢林道,,春日鄉大漢林道,日暮瀑布,春日鄉大漢林道,22.427,120.754,迷路,30,0,2,0,2,0,0,0,0,0,,0,1,1,0,否
屏東縣,2022,2022/7/25 10:45,2022/7/25 10:46,,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.6182,120.722,,7,0,0,0,0,0,0,0,0,0,是,0,1,0,0,是
屏東縣,2022,2022/8/13 16:31,2022/8/13 16:32,,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.6174,120.754,創傷,8,0,0,0,0,0,0,0,0,0,是,0,1,1,0,否
屏東縣,2022,2022/10/2 16:53,2022/10/2 16:55,,否,屏東區域,,三地山,三地山南峰,三地山出山口,22.7314,120.659,迷路,9,0,0,0,0,0,0,0,0,0,否,0,1,1,0,否
屏東縣,2022,2022/10/6 18:27,2022/10/6 18:40,,否,屏東區域,,大山母山登山口,大山母山,大山母山登山口,21.968,120.777,,9,0,0,0,0,0,0,0,0,0,否,0,3,3,0,否
屏東縣,2022,2022/10/19 16:46,,,否,屏東區域,,北大武山登山口,北大武山三角點,北大武山登山口,22.6147,120.74,,15,0,0,0,0,0,0,0,0,0,是,,,,,否
屏東縣,2022,2022/12/2 12:35,2022/12/2 12:36,,否,北大武山,,北大武山登山口,北大武山三角點,北大武山登山口,22.6268,120.761,不明,14,0,0,0,4,0,0,1,0,0,否,1,0,0,0,否
屏東縣,2022,2022/12/7 12:22,2022/12/7 12:24,,否,北大武山,,北大武山登山口,喜多利斷崖,北大武山登山口,22.6208,120.72,創傷,12,0,0,0,0,0,0,0,0,0,否,0,1,0,0,否
屏東縣,2022,2022/12/20 07:59,2022/12/20 08:04,,否,北大武山,,北大武山新登山口,北大武山三角點,北大武山新登山口,22.6158,120.736,創傷,18,0,0,0,0,0,0,0,0,0,是,0,1,0,0,是
苗栗縣,2022,2022/1/26 16:44,2022/1/26 17:30,2022/1/26 21:15,否,加里山,,加里山二坪登山口 ,加里山三角點,加里山二坪登山口,24.5154,121.00789,其他,3,0,0,0,0,0,0,0,0,0,,0,3,3,0,否
苗栗縣,2022,2022/2/26 11:03,2022/2/26 11:20,2022/2/27 01:33,否,仙山,,仙山登山口,仙山三角點,仙山登山口,24.55542,120.959986,墜谷,4,4,0,0,0,3,0,0,0,0,,0,1,0,0,是
苗栗縣,2022,2022/4/9 17:02,2022/4/9 17:30,2022/4/9 20:09,否,加里山,,加里山二坪登山口,加里山三角點,加里山二坪登山口,24.52329,121.02308,創傷,8,0,0,0,0,0,0,0,0,0,,0,1,0,0,是
苗栗縣,2022,2022/4/11 13:26,2022/4/11 14:40,2022/4/11 19:41,否,大湳林道(騰龍山與加里山間),,高山青大湳林道登山口,大湳林道,高山青大湳林道登山口,24.523734,120.978134,疲勞,3,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
苗栗縣,2022,2022/4/30 15:14,2022/4/30 15:40,2022/5/1 17:30,否,大鹿林道北坑溪古道,,觀霧國家森林遊樂區,北坑溪古道,觀霧國家森林遊樂區,24.50194,121.15472,創傷,8,0,2,2,0,0,0,0,0,0,,0,1,0,0,是
苗栗縣,2022,2022/5/4 16:53,2022/5/4 17:35,,否,竹苗山域,新竹林區管理處,大鹿林道(東線)觀霧登山口,大鹿林道,大鹿林道(東線)觀霧登山口,24.3231,121.353,迷路,6,6,0,0,0,0,0,0,0,0,否,0,1,1,0,否
苗栗縣,2022,2022/5/24 07:07,2022/5/24 07:50,2022/5/24 17:00,否,拾丸山,,拾丸山登山口,拾丸山三角點,拾丸山登山口,24.3059,121.053,迷路,7,0,0,0,2,0,0,0,0,0,否,0,1,1,0,否
苗栗縣,2022,2022/6/30 18:24,2022/6/30 19:04,,否,竹苗山域,,鹿場加里山,加里山登山步道,加里山鹿場登山口,24.516,121.012,迷路,3,0,0,0,0,0,0,0,0,0,否,0,2,2,0,否
苗栗縣,2022,2022/7/17 07:17,2022/7/17 21:43,,否,雪山國家公園,,,,,24.353,121.06,創傷,0,0,0,0,0,0,0,0,0,0,否,0,1,0,0,不明
苗栗縣,2022,2022/7/24 21:49,2022/7/24 22:50,,否,其他,新竹林區管理處,仙山登山口附近,仙山東南峰,仙山登山口附近,24.5442,120.964,迷路,3,0,0,0,0,0,0,0,0,0,否,0,1,1,0,否
苗栗縣,2022,2022/7/27 17:01,2022/11/27 18:00,,,竹苗山域,,加里山鹿場登山口,加里山登山步道,加里山鹿場登山口,24.5108,121.012,創傷,4,0,0,0,0,0,0,0,0,0,,0,2,0,0,否
苗栗縣,2022,2022/8/3 09:34,,,,樂山林道,,,,,24.4908,121.066,,0,0,0,0,0,0,0,0,0,0,,,,,,是
苗栗縣,2022,2022/8/7 20:30,,,否,虎山,,虎山登山口,虎山8號樁,24.47103,24.4828,120.995,迷路,4,0,0,0,0,0,0,0,0,0,,0,1,1,0,否
苗栗縣,2022,2022/8/13 23:32,,,,觀霧瀑布,,,,,24.4955,121.122,遲歸,8,8,3,4,5,0,0,0,0,0,,0,0,0,1,不明
